ply,player,role,fen_before,move,fallback
18,Stockfish-GM,white,r1b1k1n1/ppp2ppr/2n4p/2bNp3/4P1P1/5P2/PPPP1K1P/1RBQ1BNR w q - 1 10,d2d4,True
16,Stockfish-GM,white,rnbqkb1r/1p2n2p/3p1pP1/p1p1p3/4P3/P1P3P1/1P1P1PB1/RNBQK1NR w KQkq - 0 9,g1h3,True
13,Stockfish-Weak,black,rnb1kb1r/p1p2ppp/1p5n/3pp2P/2PP4/1P6/P2QPPP1/RN2KBNq b Qkq - 1 7,h8g8,True
2,Stockfish-GM,white,rnbqkbnr/pppp1ppp/8/4p3/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,g2g4,True
22,Stockfish-Strong,white,r1b1kb1r/pp1p1ppp/n1p5/4p1q1/QP3P2/P1P5/1B1PN2P/RN2KB1n w Qkq - 1 12,a1a2,True
17,Stockfish-GM,black,rnb1k1nr/pppp2p1/3b3p/5pP1/3P2P1/P3p2P/1PP1P3/RNBQKBNR b KQkq - 1 9,g8e7,False
10,Stockfish-GM,white,rnb1kb1r/pQqppppp/3n4/2p5/P7/N3P3/1PPP1PPP/R1B1KBNR w KQkq - 1 6,b2b4,True
8,Stockfish-Strong,white,rnbqkbnr/pp3ppp/4p3/3p4/1P1p1P2/8/P1PBP1PP/RN1QKBNR w KQkq - 0 5,b4b5,True
15,Stockfish-Weak,black,r1b1k2r/pppq1p1p/n2b1np1/B2pN3/P7/3P4/1PP1PPPP/RN1QKB1R b Kkq - 2 8,g6g5,True
4,Stockfish-Strong,white,rnbqkbnr/pppppp2/6p1/7p/4P3/7P/PPPP1PP1/RNBQKBNR w KQkq - 0 3,g2g4,True
20,Stockfish-Strong,white,rn1q2nr/1p2k1pp/p2b1p2/4P3/4P3/5N2/P1P2PPP/RNBQKR2 w Q - 1 11,d1d2,True
6,Stockfish-Weak,white,rnbqkb1r/1ppppp1p/p6n/6p1/3P4/7P/PPP1PPPR/RNBQKBN1 w Qkq - 0 4,e2e3,True
10,Stockfish-GM,white,r1b1kbnr/p3pppp/np1q4/2pp4/PP6/6PP/1BPPPP2/RN1QKBNR w KQkq - 2 6,b2g7,True
4,Stockfish-Weak,white,rnbqkbnr/ppppp2p/5pp1/8/P3P3/8/1PPP1PPP/RNBQKBNR w KQkq - 0 3,d2d4,False
3,Stockfish-Strong,black,rnbqkbnr/pppppp1p/6p1/8/4P3/N7/PPPP1PPP/R1BQKBNR b KQkq - 1 2,d7d6,True
19,Stockfish-Mid,black,r1b1k1n1/ppp2ppr/2n4p/2bNp3/3PP1P1/5P2/PPP2K1P/1RBQ1BNR b q - 0 10,a7a6,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,False
17,Stockfish-Mid,black,rnbqkb1r/1p2n2p/3p1pP1/p1p1p3/4P3/P1P3PN/1P1P1PB1/RNBQK2R b KQkq - 1 9,f6f5,True
0,Stockfish-GM,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1a3,True
14,Stockfish-GM,white,rnb1kbr1/p1p2ppp/1p5n/3pp2P/2PP4/1P6/P2QPPP1/RN2KBNq w Qq - 2 8,d2c2,True
6,Stockfish-Strong,white,rnbqkbnr/1pp1pppp/8/3p4/p5P1/1QP5/PP1PPP1P/RNB1KBNR w KQkq - 0 4,b3c2,False
3,Stockfish-Weak,black,rnbqkbnr/pppp1ppp/8/4p3/1P4P1/8/P1PPPP1P/RNBQKBNR b KQkq - 0 2,c7c6,False
23,Stockfish-Weak,black,r1b1kb1r/pp1p1ppp/n1p5/4p1q1/QP3P2/P1P5/RB1PN2P/1N2KB1n b kq - 2 12,g5h4,False
18,Stockfish-Weak,white,rnb1k2r/ppppn1p1/3b3p/5pP1/3P2P1/P3p2P/1PP1P3/RNBQKBNR w KQkq - 2 10,d1d3,False
11,Stockfish-Strong,black,rnb1kb1r/pQqppppp/3n4/2p5/PP6/N3P3/2PP1PPP/R1B1KBNR b KQkq - 0 6,d6b5,True
9,Stockfish-Strong,black,rnbqkbnr/pp3ppp/4p3/1P1p4/3p1P2/8/P1PBP1PP/RN1QKBNR b KQkq - 0 5,f8c5,False
5,Stockfish-Mid,black,rnbqkbnr/pppppp2/6p1/7p/4P1P1/7P/PPPP1P2/RNBQKBNR b KQkq - 0 3,c7c5,True
16,Stockfish-Strong,white,r1b1k2r/pppq1p1p/n2b1n2/B2pN1p1/P7/3P4/1PP1PPPP/RN1QKB1R w Kkq - 0 9,e5g4,True
21,Stockfish-Strong,black,rn1q2nr/1p2k1pp/p2b1p2/4P3/4P3/5N2/P1PQ1PPP/RNB1KR2 b Q - 2 11,b8d7,True
7,Stockfish-Strong,black,rnbqkb1r/1ppppp1p/p6n/6p1/3P4/4P2P/PPP2PPR/RNBQKBN1 b Qkq - 0 4,h6f5,True
11,Stockfish-Strong,black,r1b1kbnr/p3ppBp/np1q4/2pp4/PP6/6PP/2PPPP2/RN1QKBNR b KQkq - 0 6,d6c7,True
4,Stockfish-GM,white,rnbqkbnr/ppp1pp1p/3p2p1/8/4P3/N7/PPPP1PPP/R1BQKBNR w KQkq - 0 3,h2h3,False
20,Stockfish-GM,white,r1b1k1n1/1pp2ppr/p1n4p/2bNp3/3PP1P1/5P2/PPP2K1P/1RBQ1BNR w q - 0 11,c1e3,True
5,Stockfish-Strong,black,rnbqkbnr/ppppp2p/5pp1/8/P2PP3/8/1PP2PPP/RNBQKBNR b KQkq - 0 3,a7a5,True
1,Stockfish-GM,black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,True
18,Stockfish-GM,white,rnbqkb1r/1p2n2p/3p2P1/p1p1pp2/4P3/P1P3PN/1P1P1PB1/RNBQK2R w KQkq - 0 10,d1e2,True
1,Stockfish-Weak,black,rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,e7e5,False
15,Stockfish-Weak,black,rnb1kbr1/p1p2ppp/1p5n/3pp2P/2PP4/1P6/P1Q1PPP1/RN2KBNq b Qq - 3 8,h1h3,False
7,Stockfish-Weak,black,rnbqkbnr/1pp1pppp/8/3p4/p5P1/2P5/PPQPPP1P/RNB1KBNR b KQkq - 1 4,c8g4,False
0,Stockfish-GM,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,True
24,Stockfish-Strong,white,r1b1kb1r/pp1p1ppp/n1p5/4p3/QP3P1q/P1P5/RB1PN2P/1N2KB1n w kq - 3 13,e2g3,True
4,Stockfish-GM,white,rnbqkbnr/pp1p1ppp/2p5/4p3/1P4P1/8/P1PPPP1P/RNBQKBNR w KQkq - 0 3,g1h3,True
19,Stockfish-GM,black,rnb1k2r/ppppn1p1/3b3p/5pP1/3P2P1/P2Qp2P/1PP1P3/RNB1KBNR b KQkq - 3 10,c7c5,True
10,Stockfish-Strong,white,rnbqk1nr/pp3ppp/4p3/1Pbp4/3p1P2/8/P1PBP1PP/RN1QKBNR w KQkq - 1 6,g2g3,True
12,Stockfish-GM,white,rnb1kb1r/pQqppppp/8/1np5/PP6/N3P3/2PP1PPP/R1B1KBNR w KQkq - 1 7,d2d3,True
6,Stockfish-Strong,white,rnbqkbnr/pp1ppp2/6p1/2p4p/4P1P1/7P/PPPP1P2/RNBQKBNR w KQkq - 0 4,e1e2,True
17,Stockfish-Weak,black,r1b1k2r/pppq1p1p/n2b1n2/B2p2p1/P5N1/3P4/1PP1PPPP/RN1QKB1R b Kkq - 1 9,d7g4,False
22,Stockfish-Strong,white,r2q2nr/1p1nk1pp/p2b1p2/4P3/4P3/5N2/P1PQ1PPP/RNB1KR2 w Q - 3 12,f3g5,True
12,Stockfish-GM,white,r1b1kbnr/p1q1ppBp/np6/2pp4/PP6/6PP/2PPPP2/RN1QKBNR w KQkq - 1 7,f2f3,True
8,Stockfish-Weak,white,rnbqkb1r/1ppppp1p/p7/5np1/3P4/4P2P/PPP2PPR/RNBQKBN1 w Qkq - 1 5,f2f4,True
5,Stockfish-Strong,black,rnbqkbnr/ppp1pp1p/3p2p1/8/4P3/N6P/PPPP1PP1/R1BQKBNR b KQkq - 0 3,b7b6,True
21,Stockfish-Mid,black,r1b1k1n1/1pp2ppr/p1n4p/2bNp3/3PP1P1/4BP2/PPP2K1P/1R1Q1BNR b q - 1 11,h7h8,True
6,Stockfish-Weak,white,rnbqkbnr/1pppp2p/5pp1/p7/P2PP3/8/1PP2PPP/RNBQKBNR w KQkq - 0 4,h2h4,False
19,Stockfish-Mid,black,rnbqkb1r/1p2n2p/3p2P1/p1p1pp2/4P3/P1P3PN/1P1PQPB1/RNB1K2R b KQkq - 1 10,h7g6,False
2,Stockfish-Strong,white,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,f2f4,False
2,Stockfish-GM,white,rnbqkbnr/pppp1ppp/8/4p3/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,a3c4,True
16,Stockfish-GM,white,rnb1kbr1/p1p2ppp/1p5n/3pp2P/2PP4/1P5q/P1Q1PPP1/RN2KBN1 w Qq - 4 9,b3b4,True
8,Stockfish-Strong,white,rn1qkbnr/1pp1pppp/8/3p4/p5b1/2P5/PPQPPP1P/RNB1KBNR w KQkq - 0 5,e2e4,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a2a4,True
1,Stockfish-GM,black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c5,False
25,Stockfish-Weak,black,r1b1kb1r/pp1p1ppp/n1p5/4p3/QP3P1q/P1P3N1/RB1P3P/1N2KB1n b kq - 4 13,h4e7,False
5,Stockfish-Weak,black,rnbqkbnr/pp1p1ppp/2p5/4p3/1P4P1/7N/P1PPPP1P/RNBQKB1R b KQkq - 1 3,d7d5,False
20,Stockfish-Weak,white,rnb1k2r/pp1pn1p1/3b3p/2p2pP1/3P2P1/P2Qp2P/1PP1P3/RNB1KBNR w KQkq - 0 11,d3c4,False
11,Stockfish-Strong,black,rnbqk1nr/pp3ppp/4p3/1Pbp4/3p1P2/6P1/P1PBP2P/RN1QKBNR b KQkq - 0 6,b8d7,False
7,Stockfish-Mid,black,rnbqkbnr/pp1ppp2/6p1/2p4p/4P1P1/7P/PPPPKP2/RNBQ1BNR b kq - 1 4,g8f6,True
13,Stockfish-Strong,black,rnb1kb1r/pQqppppp/8/1np5/PP6/N2PP3/2P2PPP/R1B1KBNR b KQkq - 0 7,c8b7,True
13,Stockfish-Strong,black,r1b1kbnr/p1q1ppBp/np6/2pp4/PP6/5PPP/2PPP3/RN1QKBNR b KQkq - 0 7,c7c6,False
18,Stockfish-Strong,white,r1b1k2r/ppp2p1p/n2b1n2/B2p2p1/P5q1/3P4/1PP1PPPP/RN1QKB1R w Kkq - 0 10,a5b4,True
23,Stockfish-Strong,black,r2q2nr/1p1nk1pp/p2b1p2/4P1N1/4P3/8/P1PQ1PPP/RNB1KR2 b Q - 4 12,d8e8,True
9,Stockfish-Strong,black,rnbqkb1r/1ppppp1p/p7/5np1/3P1P2/4P2P/PPP3PR/RNBQKBN1 b Qkq - 0 5,c7c6,True
6,Stockfish-GM,white,rnbqkbnr/p1p1pp1p/1p1p2p1/8/4P3/N6P/PPPP1PP1/R1BQKBNR w KQkq - 0 4,d2d4,False
22,Stockfish-GM,white,r1b1k1nr/1pp2pp1/p1n4p/2bNp3/3PP1P1/4BP2/PPP2K1P/1R1Q1BNR w q - 2 12,a2a3,True
20,Stockfish-GM,white,rnbqkb1r/1p2n3/3p2p1/p1p1pp2/4P3/P1P3PN/1P1PQPB1/RNB1K2R w KQkq - 0 11,h1g1,True
7,Stockfish-Strong,black,rnbqkbnr/1pppp2p/5pp1/p7/P2PP2P/8/1PP2PP1/RNBQKBNR b KQkq - 0 4,f8h6,True
3,Stockfish-GM,black,rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,d8e7,True
3,Stockfish-Weak,black,rnbqkbnr/pppp1ppp/8/4p3/2N5/8/PPPPPPPP/R1BQKBNR b KQkq - 1 2,e8e7,True
17,Stockfish-Weak,black,rnb1kbr1/p1p2ppp/1p5n/3pp2P/1PPP4/7q/P1Q1PPP1/RN2KBN1 b Qq - 0 9,h3f5,False
9,Stockfish-Weak,black,rn1qkbnr/1pp1pppp/8/3p4/p3P1b1/2P5/PPQP1P1P/RNB1KBNR b KQkq - 0 5,e7e5,False
1,Stockfish-Weak,black,rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1,c7c5,True
26,Stockfish-Strong,white,r1b1kb1r/pp1pqppp/n1p5/4p3/QP3P2/P1P3N1/RB1P3P/1N2KB1n w kq - 5 14,f1g2,True
2,Stockfish-GM,white,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,h2h4,True
0,Stockfish-Weak,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,False
1,Stockfish-GM,black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,a7a5,True
12,Stockfish-Strong,white,r1bqk1nr/pp1n1ppp/4p3/1Pbp4/3p1P2/6P1/P1PBP2P/RN1QKBNR w KQkq - 1 7,b1a3,True
21,Stockfish-GM,black,rnb1k2r/pp1pn1p1/3b3p/2p2pP1/2QP2P1/P3p2P/1PP1P3/RNB1KBNR b KQkq - 1 11,a7a6,True
6,Stockfish-GM,white,rnbqkbnr/pp3ppp/2p5/3pp3/1P4P1/7N/P1PPPP1P/RNBQKB1R w KQkq - 0 4,c1b2,False
8,Stockfish-Strong,white,rnbqkb1r/pp1ppp2/5np1/2p4p/4P1P1/7P/PPPPKP2/RNBQ1BNR w kq - 2 5,b1a3,True
14,Stockfish-GM,white,rn2kb1r/pbqppppp/8/1np5/PP6/N2PP3/2P2PPP/R1B1KBNR w KQkq - 0 8,e1d2,True
14,Stockfish-GM,white,r1b1kbnr/p3ppBp/npq5/2pp4/PP6/5PPP/2PPP3/RN1QKBNR w KQkq - 1 8,h3h4,True
19,Stockfish-Weak,black,r1b1k2r/ppp2p1p/n2b1n2/3p2p1/PB4q1/3P4/1PP1PPPP/RN1QKB1R b Kkq - 1 10,g4e2,True
24,Stockfish-Strong,white,r3q1nr/1p1nk1pp/p2b1p2/4P1N1/4P3/8/P1PQ1PPP/RNB1KR2 w Q - 5 13,d2d6,False
10,Stockfish-Weak,white,rnbqkb1r/1p1ppp1p/p1p5/5np1/3P1P2/4P2P/PPP3PR/RNBQKBN1 w Qkq - 0 6,f1a6,True
7,Stockfish-Strong,black,rnbqkbnr/p1p1pp1p/1p1p2p1/8/3PP3/N6P/PPP2PP1/R1BQKBNR b KQkq - 0 4,b8d7,True
23,Stockfish-Mid,black,r1b1k1nr/1pp2pp1/p1n4p/2bNp3/3PP1P1/P3BP2/1PP2K1P/1R1Q1BNR b q - 0 12,c6a5,True
21,Stockfish-Mid,black,rnbqkb1r/1p2n3/3p2p1/p1p1pp2/4P3/P1P3PN/1P1PQPB1/RNB1K1R1 b Qkq - 1 11,h8h5,True
8,Stockfish-Weak,white,rnbqk1nr/1pppp2p/5ppb/p7/P2PP2P/8/1PP2PP1/RNBQKBNR w KQkq - 1 5,h4h5,False
4,Stockfish-Strong,white,rnb1kbnr/ppppqppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 1 3,g1f3,True
4,Stockfish-GM,white,rnbq1bnr/ppppkppp/8/4p3/2N5/8/PPPPPPPP/R1BQKBNR w KQ - 2 3,c2c3,True
18,Stockfish-GM,white,rnb1kbr1/p1p2ppp/1p5n/3ppq1P/1PPP4/8/P1Q1PPP1/RN2KBN1 w Qq - 1 10,f2f4,True
10,Stockfish-Strong,white,rn1qkbnr/1pp2ppp/8/3pp3/p3P1b1/2P5/PPQP1P1P/RNB1KBNR w KQkq - 0 6,g1e2,True
2,Stockfish-Strong,white,rnbqkbnr/pp1ppppp/8/2p5/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 2,b2b3,True
27,Stockfish-Weak,black,r1b1kb1r/pp1pqppp/n1p5/4p3/QP3P2/P1P3N1/RB1P2BP/1N2K2n b kq - 6 14,e5f4,False
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,False
1,Stockfish-GM,black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c6,True
2,Stockfish-Weak,white,rnbqkbnr/1ppppppp/8/p7/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1h3,True
22,Stockfish-Weak,white,rnb1k2r/1p1pn1p1/p2b3p/2p2pP1/2QP2P1/P3p2P/1PP1P3/RNB1KBNR w KQkq - 0 12,c4f7,False
13,Stockfish-Strong,black,r1bqk1nr/pp1n1ppp/4p3/1Pbp4/3p1P2/N5P1/P1PBP2P/R2QKBNR b KQkq - 2 7,c5a3,False
3,Stockfish-GM,black,rnbqkbnr/pp1ppppp/8/2p5/4P2P/8/PPPP1PP1/RNBQKBNR b KQkq - 0 2,b7b6,True
7,Stockfish-Weak,black,rnbqkbnr/pp3ppp/2p5/3pp3/1P4P1/7N/PBPPPP1P/RN1QKB1R b KQkq - 1 4,f8d6,False
20,Stockfish-Strong,white,r1b1k2r/ppp2p1p/n2b1n2/3p2p1/PB6/3P4/1PP1qPPP/RN1QKB1R w Kkq - 0 11,f1e2,True
15,Stockfish-Strong,black,rn2kb1r/pbqppppp/8/1np5/PP6/N2PP3/2PK1PPP/R1B2BNR b kq - 1 8,b5c3,True
15,Stockfish-Strong,black,r1b1kbnr/p3ppBp/npq5/2pp4/PP5P/5PP1/2PPP3/RN1QKBNR b KQkq - 0 8,c6b7,True
9,Stockfish-Mid,black,rnbqkb1r/pp1ppp2/5np1/2p4p/4P1P1/N6P/PPPPKP2/R1BQ1BNR b kq - 3 5,g6g5,True
11,Stockfish-Strong,black,rnbqkb1r/1p1ppp1p/B1p5/5np1/3P1P2/4P2P/PPP3PR/RNBQK1N1 b Qkq - 0 6,h7h5,True
8,Stockfish-GM,white,r1bqkbnr/p1pnpp1p/1p1p2p1/8/3PP3/N6P/PPP2PP1/R1BQKBNR w KQkq - 1 5,a3c4,True
24,Stockfish-GM,white,r1b1k1nr/1pp2pp1/p6p/n1bNp3/3PP1P1/P3BP2/1PP2K1P/1R1Q1BNR w q - 1 13,e3c1,True
25,Stockfish-Strong,black,r3q1nr/1p1nk1pp/p2Q1p2/4P1N1/4P3/8/P1P2PPP/RNB1KR2 b Q - 0 13,e7d8,True
22,Stockfish-GM,white,rnbqkb2/1p2n3/3p2p1/p1p1pp1r/4P3/P1P3PN/1P1PQPB1/RNB1K1R1 w Qq - 2 12,e2f3,True
9,Stockfish-Strong,black,rnbqk1nr/1pppp2p/5ppb/p6P/P2PP3/8/1PP2PP1/RNBQKBNR b KQkq - 0 5,h6f8,True
19,Stockfish-Weak,black,rnb1kbr1/p1p2ppp/1p5n/3ppq1P/1PPP1P2/8/P1Q1P1P1/RN2KBN1 b Qq - 0 10,f5e4,False
5,Stockfish-Weak,black,rnbq1bnr/ppppkppp/8/4p3/2N5/2P5/PP1PPPPP/R1BQKBNR b KQ - 0 3,b8c6,False
5,Stockfish-GM,black,rnb1kbnr/ppppqppp/8/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,b7b5,True
3,Stockfish-Weak,black,rnbqkbnr/pp1ppppp/8/2p5/P7/1P6/2PPPPPP/RNBQKBNR b KQkq - 0 2,g7g6,True
28,Stockfish-Strong,white,r1b1kb1r/pp1pqppp/n1p5/8/QP3p2/P1P3N1/RB1P2BP/1N2K2n w kq - 0 15,g2e4,True
0,Stockfish-GM,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3,True
11,Stockfish-Weak,black,rn1qkbnr/1pp2ppp/8/3pp3/p3P1b1/2P5/PPQPNP1P/RNB1KB1R b KQkq - 1 6,g4f3,False
2,Stockfish-Strong,white,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,False
23,Stockfish-GM,black,rnb1k2r/1p1pnQp1/p2b3p/2p2pP1/3P2P1/P3p2P/1PP1P3/RNB1KBNR b KQkq - 1 12,e8d8,True
3,Stockfish-GM,black,rnbqkbnr/1ppppppp/8/p7/4P3/7N/PPPP1PPP/RNBQKB1R b KQkq - 1 2,c7c5,True
4,Stockfish-GM,white,rnbqkbnr/p2ppppp/1p6/2p5/4P2P/8/PPPP1PP1/RNBQKBNR w KQkq - 0 3,f2f3,True
14,Stockfish-Strong,white,r1bqk1nr/pp1n1ppp/4p3/1P1p4/3p1P2/b5P1/P1PBP2P/R2QKBNR w KQkq - 0 8,c2c3,False
8,Stockfish-GM,white,rnbqk1nr/pp3ppp/2pb4/3pp3/1P4P1/7N/PBPPPP1P/RN1QKB1R w KQkq - 2 5,b2c1,True
21,Stockfish-Weak,black,r1b1k2r/ppp2p1p/n2b1n2/3p2p1/PB6/3P4/1PP1BPPP/RN1QK2R b Kkq - 0 11,a6b4,False
16,Stockfish-GM,white,rn2kb1r/pbqppppp/8/2p5/PP6/N1nPP3/2PK1PPP/R1B2BNR w kq - 2 9,a3b5,True
16,Stockfish-GM,white,r1b1kbnr/pq2ppBp/np6/2pp4/PP5P/5PP1/2PPP3/RN1QKBNR w KQkq - 1 9,c2c4,True
10,Stockfish-Strong,white,rnbqkb1r/pp1ppp2/5n2/2p3pp/4P1P1/N6P/PPPPKP2/R1BQ1BNR w kq - 0 6,g4h5,True
12,Stockfish-Weak,white,rnbqkb1r/1p1ppp2/B1p5/5npp/3P1P2/4P2P/PPP3PR/RNBQK1N1 w Qkq - 0 7,a6d3,True
9,Stockfish-Strong,black,r1bqkbnr/p1pnpp1p/1p1p2p1/8/2NPP3/7P/PPP2PP1/R1BQKBNR b KQkq - 2 5,g6g5,True
25,Stockfish-Mid,black,r1b1k1nr/1pp2pp1/p6p/n1bNp3/3PP1P1/P4P2/1PP2K1P/1RBQ1BNR b q - 2 13,e8d8,True
26,Stockfish-Strong,white,r2kq1nr/1p1n2pp/p2Q1p2/4P1N1/4P3/8/P1P2PPP/RNB1KR2 w Q - 1 14,g5e6,False
23,Stockfish-Mid,black,rnbqkb2/1p2n3/3p2p1/p1p1pp1r/4P3/P1P2QPN/1P1P1PB1/RNB1K1R1 b Qq - 3 12,h5h7,False
10,Stockfish-Weak,white,rnbqkbnr/1pppp2p/5pp1/p6P/P2PP3/8/1PP2PP1/RNBQKBNR w KQkq - 1 6,h5g6,False
20,Stockfish-GM,white,rnb1kbr1/p1p2ppp/1p5n/3pp2P/1PPPqP2/8/P1Q1P1P1/RN2KBN1 w Qq - 1 11,c2c3,True
6,Stockfish-GM,white,r1bq1bnr/ppppkppp/2n5/4p3/2N5/2P5/PP1PPPPP/R1BQKBNR w KQ - 1 4,d2d3,True
6,Stockfish-Strong,white,rnb1kbnr/p1ppqppp/8/1p2p3/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4,f3e5,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3,True
29,Stockfish-Weak,black,r1b1kb1r/pp1pqppp/n1p5/8/QP2Bp2/P1P3N1/RB1P3P/1N2K2n b kq - 1 15,g7g6,False
4,Stockfish-Strong,white,rnbqkbnr/pp1ppp1p/6p1/2p5/P7/1P6/2PPPPPP/RNBQKBNR w KQkq - 0 3,c1a3,True
1,Stockfish-Strong,black,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,b8a6,False
12,Stockfish-Strong,white,rn1qkbnr/1pp2ppp/8/3pp3/p3P3/2P2b2/PPQPNP1P/RNB1KB1R w KQkq - 2 7,h1g1,True
3,Stockfish-GM,black,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d8c7,True
24,Stockfish-Weak,white,rnbk3r/1p1pnQp1/p2b3p/2p2pP1/3P2P1/P3p2P/1PP1P3/RNB1KBNR w KQ - 2 13,b1c3,False
15,Stockfish-Strong,black,r1bqk1nr/pp1n1ppp/4p3/1P1p4/3p1P2/b1P3P1/P2BP2P/R2QKBNR b KQkq - 0 8,d7f6,True
5,Stockfish-GM,black,rnbqkbnr/p2ppppp/1p6/2p5/4P2P/5P2/PPPP2P1/RNBQKBNR b KQkq - 0 3,b8c6,False
22,Stockfish-Strong,white,r1b1k2r/ppp2p1p/3b1n2/3p2p1/Pn6/3P4/1PP1BPPP/RN1QK2R w Kkq - 0 12,e2f3,True
4,Stockfish-Weak,white,rnbqkbnr/1p1ppppp/8/p1p5/4P3/7N/PPPP1PPP/RNBQKB1R w KQkq - 0 3,f1b5,False
17,Stockfish-Strong,black,rn2kb1r/pbqppppp/8/1Np5/PP6/2nPP3/2PK1PPP/R1B2BNR b kq - 3 9,d7d6,True
17,Stockfish-Strong,black,r1b1kbnr/pq2ppBp/np6/2pp4/PPP4P/5PP1/3PP3/RN1QKBNR b KQkq - 0 9,c8f5,True
9,Stockfish-Weak,black,rnbqk1nr/pp3ppp/2pb4/3pp3/1P4P1/7N/P1PPPP1P/RNBQKB1R b KQkq - 3 5,d5d4,False
13,Stockfish-Strong,black,rnbqkb1r/1p1ppp2/2p5/5npp/3P1P2/3BP2P/PPP3PR/RNBQK1N1 b Qkq - 1 7,f8g7,True
11,Stockfish-Mid,black,rnbqkb1r/pp1ppp2/5n2/2p3pP/4P3/N6P/PPPPKP2/R1BQ1BNR b kq - 0 6,b8c6,True
26,Stockfish-GM,white,r1bk2nr/1pp2pp1/p6p/n1bNp3/3PP1P1/P4P2/1PP2K1P/1RBQ1BNR w - - 3 14,d5e7,True
10,Stockfish-GM,white,r1bqkbnr/p1pnpp1p/1p1p4/6p1/2NPP3/7P/PPP2PP1/R1BQKBNR w KQkq - 0 6,c1g5,False
24,Stockfish-GM,white,rnbqkb2/1p2n2r/3p2p1/p1p1pp2/4P3/P1P2QPN/1P1P1PB1/RNB1K1R1 w Qq - 4 13,h3g5,True
27,Stockfish-Strong,black,r2kq1nr/1p1n2pp/p2QNp2/4P3/4P3/8/P1P2PPP/RNB1KR2 b Q - 2 14,d8c8,True
11,Stockfish-Strong,black,rnbqkbnr/1pppp2p/5pP1/p7/P2PP3/8/1PP2PP1/RNBQKBNR b KQkq - 0 6,d7d5,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h2h4,True
21,Stockfish-Weak,black,rnb1kbr1/p1p2ppp/1p5n/3pp2P/1PPPqP2/2Q5/P3P1P1/RN2KBN1 b Qq - 2 11,c8f5,True
7,Stockfish-Weak,black,r1bq1bnr/ppppkppp/2n5/4p3/2N5/2PP4/PP2PPPP/R1BQKBNR b KQ - 0 4,c6a5,True
7,Stockfish-GM,black,rnb1kbnr/p1ppqppp/8/1p2N3/4PP2/8/PPPP2PP/RNBQKB1R b KQkq - 0 4,g7g5,True
1,Stockfish-Mid,black,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,g8h6,True
