ply,player,role,fen_before,move,fallback
194,Stockfish-GM,white,2k5/8/2bP1P2/2P1P3/Pp5n/2B4K/5R2/4R3 w - - 5 98,a4a5,True
21,Stockfish-GM,black,1nqk1b1r/r1pppp1p/7B/pp6/P5nP/2KP4/RPP1PPb1/1N1Q1BNR b - - 8 11,g4e3,True
22,stupid1,white,1nqk1b1r/r1pppp1p/7B/pp6/P6P/2KPn3/RPP1PPb1/1N1Q1BNR w - - 9 12,b2b4,False
39,Stockfish-Weak,black,r1bk4/p1p1p1br/n2B3p/6p1/1q4n1/P2Q3P/2P2P2/RN1K2NR b - - 0 20,e7e6,True
36,Stockfish-Strong,white,3q2nr/rppn1b1p/3b4/p2p1kpB/P3p3/2N4P/QPPP1PP1/R1BK1R2 w - - 8 19,a2a3,True
52,Stockfish-Weak,white,r4qk1/3p2b1/np4nr/1Pp1Nppp/p2PP3/NP3PPP/P2BR3/1R2KB2 w - c6 0 27,e5c6,True
47,Stockfish-Weak,black,r4bnr/4p3/p1qp1k2/1p5p/2NP2PP/P2K2PB/R1P5/1N4BR b - - 0 24,c6b7,True
189,Stockfish-GM,black,8/6k1/2bNP3/8/8/8/3BKR2/1N6 b - - 0 95,c6d7,True
88,Stockfish-Strong,white,1k5b/5B1p/3Pp3/p5Rp/P3p2P/5p1P/Rp1P1P2/2B2K2 w - - 3 45,f1e1,True
78,Stockfish-Strong,white,rb1k3r/pp3R1p/8/1p1p4/2P5/5b1B/PK2Q2P/4q3 w - - 7 40,f7d7,True
180,Stockfish-Strong,white,2k4N/2r1n3/7P/1p2p1K1/3pp1R1/6N1/2b1n3/8 w - - 0 91,h8f7,True
187,Stockfish-GM,black,8/8/2k4p/7b/2P1Nbp1/8/5K2/8 b - - 3 94,f4c7,True
147,Stockfish-GM,black,4R3/3p4/b2Pnk2/p1p5/P1P5/3K2p1/8/8 b - - 9 74,f6f5,True
177,Stockfish-GM,black,4k3/8/8/3P1Bp1/1K4P1/8/8/8 b - - 10 89,e8f8,True
100,Stockfish-Weak,white,6rQ/R2P3p/2p5/6b1/1p5k/BP1b1Pnp/3N2B1/4K1NR w - - 5 51,h8c3,True
16,Stockfish-GM,white,r1bqk1nr/p3pp1p/1Np4b/n2p4/6p1/2P2N1P/PP1PPPP1/R1BQKB1R w KQkq - 0 9,a2a3,True
183,Stockfish-GM,black,3K4/8/2P1P3/p7/P6P/3Np3/8/k5b1 b - - 1 92,a1a2,True
94,Stockfish-Strong,white,4kb2/4Np2/p4n2/P1p3B1/N1r1P1bp/3K3P/1P3Q2/4q3 w - - 0 48,f2f6,True
195,Stockfish-GM,black,2k5/8/2bP1P2/P1P1P3/1p5n/2B4K/5R2/4R3 b - - 0 98,c6d5,True
40,Stockfish-Strong,white,r1bk4/p1p3br/n2Bp2p/6p1/1q4n1/P2Q3P/2P2P2/RN1K2NR w - - 0 21,d6e7,True
23,Stockfish-GM,black,1nqk1b1r/r1pppp1p/7B/pp6/PP5P/2KPn3/R1P1PPb1/1N1Q1BNR b - - 0 12,d7d5,True
24,stupid1,white,1nqk1b1r/r1p1pp1p/7B/pp1p4/PP5P/2KPn3/R1P1PPb1/1N1Q1BNR w - - 0 13,h6f8,False
37,Stockfish-Strong,black,3q2nr/rppn1b1p/3b4/p2p1kpB/P3p3/Q1N4P/1PPP1PP1/R1BK1R2 b - - 9 19,a7a6,True
48,Stockfish-GM,white,r4bnr/1q2p3/p2p1k2/1p5p/2NP2PP/P2K2PB/R1P5/1N4BR w - - 1 25,d3d2,True
190,Stockfish-GM,white,8/3b2k1/3NP3/8/8/8/3BKR2/1N6 w - - 1 96,d6b5,True
89,Stockfish-GM,black,1k5b/5B1p/3Pp3/p5Rp/P3p2P/5p1P/Rp1P1P2/2B1K3 b - - 4 45,b2b1q,True
79,Stockfish-Mid,black,rb1k3r/pp1R3p/8/1p1p4/2P5/5b1B/PK2Q2P/4q3 b - - 8 40,d8c8,True
181,Stockfish-GM,black,2k5/2r1nN2/7P/1p2p1K1/3pp1R1/6N1/2b1n3/8 b - - 1 91,e7g8,True
188,Stockfish-GM,white,8/2b5/2k4p/7b/2P1N1p1/8/5K2/8 w - - 4 95,e4d2,True
148,Stockfish-GM,white,4R3/3p4/b2Pn3/p1p2k2/P1P5/3K2p1/8/8 w - - 10 75,e8f8,True
101,Stockfish-Strong,black,6r1/R2P3p/2p5/6b1/1p5k/BPQb1Pnp/3N2B1/4K1NR b - - 6 51,d3c2,True
178,Stockfish-Weak,white,5k2/8/8/3P1Bp1/1K4P1/8/8/8 w - - 11 90,f5e4,True
53,Stockfish-Strong,black,r4qk1/3p2b1/npN3nr/1Pp2ppp/p2PP3/NP3PPP/P2BR3/1R2KB2 b - - 1 27,g8h8,True
63,Stockfish-GM,black,6n1/4p1b1/rp3p1p/p1k2Pp1/1nP5/P7/7P/RN1RK3 b - - 1 32,b4c2,True
28,Stockfish-Mid,white,rnbk3r/p2p1ppp/2p2n2/b1P1q3/Pp2Pp2/N5P1/1B1P2QP/R2K1BNR w - - 3 15,d1e2,True
184,Stockfish-Strong,white,3K4/8/2P1P3/p7/P6P/3Np3/k7/6b1 w - - 2 93,h4h5,True
17,Stockfish-Weak,black,r1bqk1nr/p3pp1p/1Np4b/n2p4/6p1/P1P2N1P/1P1PPPP1/R1BQKB1R b KQkq - 0 9,c6c5,True
95,Stockfish-GM,black,4kb2/4Np2/p4Q2/P1p3B1/N1r1P1bp/3K3P/1P6/4q3 b - - 0 48,c4a4,True
196,Stockfish-GM,white,2k5/8/3P1P2/P1PbP3/1p5n/2B4K/5R2/4R3 w - - 1 99,e1c1,True
49,Stockfish-Weak,black,r4bnr/1q2p3/p2p1k2/1p5p/2NP2PP/P5PB/R1PK4/1N4BR b - - 2 25,b7b8,True
191,Stockfish-GM,black,8/3b2k1/4P3/1N6/8/8/3BKR2/1N6 b - - 2 96,g7h7,True
90,Stockfish-Strong,white,1k5b/5B1p/3Pp3/p5Rp/P3p2P/5p1P/R2P1P2/1qB1K3 w - - 0 46,g5d5,True
80,Stockfish-Strong,white,rbk4r/pp1R3p/8/1p1p4/2P5/5b1B/PK2Q2P/4q3 w - - 9 41,e2e6,True
182,Stockfish-Strong,white,2k3n1/2r2N2/7P/1p2p1K1/3pp1R1/6N1/2b1n3/8 w - - 2 92,g4f4,True
149,Stockfish-GM,black,5R2/3p4/b2Pn3/p1p2k2/P1P5/3K2p1/8/8 b - - 11 75,f5g4,True
102,Stockfish-Weak,white,6r1/R2P3p/2p5/6b1/1p5k/BPQ2Pnp/2bN2B1/4K1NR w - - 7 52,a3b4,True
179,Stockfish-GM,black,5k2/8/8/3P2p1/1K2B1P1/8/8/8 b - - 12 90,f8f7,True
64,Stockfish-Weak,white,6n1/4p1b1/rp3p1p/p1k2Pp1/2P5/P7/2n4P/RN1RK3 w - - 2 33,e1d2,True
29,Stockfish-GM,black,rnbk3r/p2p1ppp/2p2n2/b1P1q3/Pp2Pp2/N5P1/1B1PK1QP/R4BNR b - - 4 15,f6e4,True
54,Stockfish-Weak,white,r4q1k/3p2b1/npN3nr/1Pp2ppp/p2PP3/NP3PPP/P2BR3/1R2KB2 w - - 2 28,e2e3,True
38,Stockfish-Strong,white,3q2nr/1ppn1b1p/r2b4/p2p1kpB/P3p3/Q1N4P/1PPP1PP1/R1BK1R2 w - - 10 20,h5f3,True
185,Stockfish-GM,black,3K4/8/2P1P3/p6P/P7/3Np3/k7/6b1 b - - 0 93,a2b3,True
25,Stockfish-GM,black,1nqk1B1r/r1p1pp1p/8/pp1p4/PP5P/2KPn3/R1P1PPb1/1N1Q1BNR b - - 0 13,c8e6,True
26,stupid1,white,1n1k1B1r/r1p1pp1p/4q3/pp1p4/PP5P/2KPn3/R1P1PPb1/1N1Q1BNR w - - 1 14,f2e3,False
41,Stockfish-Weak,black,r1bk4/p1p1B1br/n3p2p/6p1/1q4n1/P2Q3P/2P2P2/RN1K2NR b - - 1 21,d8e8,True
50,Stockfish-GM,white,rq3bnr/4p3/p2p1k2/1p5p/2NP2PP/P5PB/R1PK4/1N4BR w - - 3 26,a3a4,True
192,Stockfish-GM,white,8/3b3k/4P3/1N6/8/8/3BKR2/1N6 w - - 3 97,b1a3,True
91,Stockfish-GM,black,1k5b/5B1p/3Pp3/p2R3p/P3p2P/5p1P/R2P1P2/1qB1K3 b - - 1 46,b1b3,True
189,Stockfish-GM,black,8/2b5/2k4p/7b/2P3p1/8/3N1K2/8 b - - 5 95,h5g6,True
81,Stockfish-Mid,black,rbk4r/pp1R3p/4Q3/1p1p4/2P5/5b1B/PK5P/4q3 b - - 10 41,f3h5,True
183,Stockfish-GM,black,2k3n1/2r2N2/7P/1p2p1K1/3ppR2/6N1/2b1n3/8 b - - 3 92,e2c3,True
150,Stockfish-GM,white,5R2/3p4/b2Pn3/p1p5/P1P3k1/3K2p1/8/8 w - - 12 76,f8d8,True
18,Stockfish-GM,white,r1bqk1nr/p3pp1p/1N5b/n1pp4/6p1/P1P2N1P/1P1PPPP1/R1BQKB1R w KQkq - 0 10,f3g5,True
96,Stockfish-Strong,white,4kb2/4Np2/p4Q2/P1p3B1/r3P1bp/3K3P/1P6/4q3 w - - 0 49,b2b3,True
103,Stockfish-Strong,black,6r1/R2P3p/2p5/6b1/1B5k/1PQ2Pnp/2bN2B1/4K1NR b - - 0 52,c2b3,True
180,Stockfish-Weak,white,8/5k2/8/3P2p1/1K2B1P1/8/8/8 w - - 13 91,b4b3,True
65,Stockfish-GM,black,6n1/4p1b1/rp3p1p/p1k2Pp1/2P5/P7/2nK3P/RN1R4 b - - 3 33,g5g4,True
30,Stockfish-Mid,white,rnbk3r/p2p1ppp/2p5/b1P1q3/Pp2np2/N5P1/1B1PK1QP/R4BNR w - - 0 16,e2f3,True
55,Stockfish-Strong,black,r4q1k/3p2b1/npN3nr/1Pp2ppp/p2PP3/NP2RPPP/P2B4/1R2KB2 b - - 3 28,f8d8,True
186,Stockfish-Strong,white,3K4/8/2P1P3/p6P/P7/1k1Np3/8/6b1 w - - 1 94,d8e8,True
27,Stockfish-GM,black,1n1k1B1r/r1p1pp1p/4q3/pp1p4/PP5P/2KPP3/R1P1P1b1/1N1Q1BNR b - - 0 14,a7a8,True
28,stupid1,white,rn1k1B1r/2p1pp1p/4q3/pp1p4/PP5P/2KPP3/R1P1P1b1/1N1Q1BNR w - - 1 15,b1a3,False
39,Stockfish-Strong,black,3q2nr/1ppn1b1p/r2b4/p2p1kp1/P3p3/Q1N2B1P/1PPP1PP1/R1BK1R2 b - - 11 20,c7c5,True
51,Stockfish-Weak,black,rq3bnr/4p3/p2p1k2/1p5p/P1NP2PP/6PB/R1PK4/1N4BR b - - 0 26,f8h6,True
193,Stockfish-GM,black,8/3b3k/4P3/1N6/8/N7/3BKR2/8 b - - 4 97,d7c8,True
92,Stockfish-Strong,white,1k5b/5B1p/3Pp3/p2R3p/P3p2P/1q3p1P/R2P1P2/2B1K3 w - - 2 47,f7g8,True
190,Stockfish-GM,white,8/2b5/2k3bp/8/2P3p1/8/3N1K2/8 w - - 6 96,f2e2,True
82,Stockfish-Strong,white,rbk4r/pp1R3p/4Q3/1p1p3b/2P5/7B/PK5P/4q3 w - - 11 42,e6g8,True
184,Stockfish-Strong,white,2k3n1/2r2N2/7P/1p2p1K1/3ppR2/2n3N1/2b5/8 w - - 4 93,f4f1,True
151,Stockfish-GM,black,3R4/3p4/b2Pn3/p1p5/P1P3k1/3K2p1/8/8 b - - 13 76,g3g2,True
181,Stockfish-GM,black,8/5k2/8/3P2p1/4B1P1/1K6/8/8 b - - 14 91,f7g8,True
104,Stockfish-Weak,white,6r1/R2P3p/2p5/6b1/1B5k/1bQ2Pnp/3N2B1/4K1NR w - - 0 53,a7a2,True
197,Stockfish-GM,black,2k5/8/3P1P2/P1PbP3/1p5n/2B4K/5R2/2R5 b - - 2 99,d5g2,True
42,Stockfish-Strong,white,r1b1k3/p1p1B1br/n3p2p/6p1/1q4n1/P2Q3P/2P2P2/RN1K2NR w - - 2 22,d3d8,True
19,Stockfish-Weak,black,r1bqk1nr/p3pp1p/1N5b/n1pp2N1/6p1/P1P4P/1P1PPPP1/R1BQKB1R b KQkq - 1 10,a5c6,True
66,Stockfish-Weak,white,6n1/4p1b1/rp3p1p/p1k2P2/2P3p1/P7/2nK3P/RN1R4 w - - 0 34,d2e2,True
97,Stockfish-GM,black,4kb2/4Np2/p4Q2/P1p3B1/r3P1bp/1P1K3P/8/4q3 b - - 0 49,e1b4,True
31,Stockfish-GM,black,rnbk3r/p2p1ppp/2p5/b1P1q3/Pp2np2/N4KP1/1B1P2QP/R4BNR b - - 1 16,e5e6,True
56,Stockfish-Weak,white,r2q3k/3p2b1/npN3nr/1Pp2ppp/p2PP3/NP2RPPP/P2B4/1R2KB2 w - - 4 29,d2c3,True
52,Stockfish-GM,white,rq4nr/4p3/p2p1k1b/1p5p/P1NP2PP/6PB/R1PK4/1N4BR w - - 1 27,g1e3,True
93,Stockfish-GM,black,1k4Bb/7p/3Pp3/p2R3p/P3p2P/1q3p1P/R2P1P2/2B1K3 b - - 3 47,h8b2,True
194,Stockfish-GM,white,2b5/7k/4P3/1N6/8/N7/3BKR2/8 w - - 5 98,d2a5,True
191,Stockfish-GM,black,8/2b5/2k3bp/8/2P3p1/8/3NK3/8 b - - 7 96,c7a5,True
83,Stockfish-Mid,black,rbk3Qr/pp1R3p/8/1p1p3b/2P5/7B/PK5P/4q3 b - - 12 42,h5e8,True
185,Stockfish-GM,black,2k3n1/2r2N2/7P/1p2p1K1/3pp3/2n3N1/2b5/5R2 b - - 5 93,c8d7,True
152,Stockfish-GM,white,3R4/3p4/b2Pn3/p1p5/P1P3k1/3K4/6p1/8 w - - 0 77,d3c2,True
29,Stockfish-GM,black,rn1k1B1r/2p1pp1p/4q3/pp1p4/PP5P/N1KPP3/R1P1P1b1/3Q1BNR b - - 2 15,e6h6,True
30,stupid1,white,rn1k1B1r/2p1pp1p/7q/pp1p4/PP5P/N1KPP3/R1P1P1b1/3Q1BNR w - - 3 16,f8g7,False
182,Stockfish-Weak,white,6k1/8/8/3P2p1/4B1P1/1K6/8/8 w - - 15 92,e4g2,True
187,Stockfish-GM,black,4K3/8/2P1P3/p6P/P7/1k1Np3/8/6b1 b - - 2 94,b3a4,True
198,Stockfish-GM,white,2k5/8/3P1P2/P1P1P3/1p5n/2B4K/5Rb1/2R5 w - - 3 100,h3g3,True
20,Stockfish-GM,white,r1bqk1nr/p3pp1p/1Nn4b/2pp2N1/6p1/P1P4P/1P1PPPP1/R1BQKB1R w KQkq - 2 11,b6c4,True
40,Stockfish-Strong,white,3q2nr/1p1n1b1p/r2b4/p1pp1kp1/P3p3/Q1N2B1P/1PPP1PP1/R1BK1R2 w - - 0 21,a1a2,True
67,Stockfish-GM,black,6n1/4p1b1/rp3p1p/p1k2P2/2P3p1/P7/2n1K2P/RN1R4 b - - 1 34,g7h8,True
105,Stockfish-Strong,black,6r1/3P3p/2p5/6b1/1B5k/1bQ2Pnp/R2N2B1/4K1NR b - - 1 53,b3d1,True
43,Stockfish-Weak,black,r1bQk3/p1p1B1br/n3p2p/6p1/1q4n1/P6P/2P2P2/RN1K2NR b - - 3 22,e8f7,True
94,Stockfish-Strong,white,1k4B1/7p/3Pp3/p2R3p/P3p2P/1q3p1P/Rb1P1P2/2B1K3 w - - 4 48,d2d4,True
195,Stockfish-GM,black,2b5/7k/4P3/BN6/8/N7/4KR2/8 b - - 6 98,h7g6,True
192,Stockfish-GM,white,8/8/2k3bp/b7/2P3p1/8/3NK3/8 w - - 8 97,e2f1,True
84,Stockfish-Strong,white,rbk1b1Qr/pp1R3p/8/1p1p4/2P5/7B/PK5P/4q3 w - - 13 43,h3f1,True
186,Stockfish-Strong,white,6n1/2rk1N2/7P/1p2p1K1/3pp3/2n3N1/2b5/5R2 w - - 6 94,f1f6,True
53,Stockfish-Weak,black,rq4nr/4p3/p2p1k1b/1p5p/P1NP2PP/4B1PB/R1PK4/1N5R b - - 2 27,b5b4,True
98,Stockfish-Strong,white,4kb2/4Np2/p4Q2/P1p3B1/rq2P1bp/1P1K3P/8/8 w - - 1 50,f6f4,True
32,Stockfish-Mid,white,rnbk3r/p2p1ppp/2p1q3/b1P5/Pp2np2/N4KP1/1B1P2QP/R4BNR w - - 2 17,g3g4,True
153,Stockfish-GM,black,3R4/3p4/b2Pn3/p1p5/P1P3k1/8/2K3p1/8 b - - 1 77,g4f5,True
57,Stockfish-Strong,black,r2q3k/3p2b1/npN3nr/1Pp2ppp/p2PP3/NPB1RPPP/P7/1R2KB2 b - - 5 29,g7f8,True
41,Stockfish-Strong,black,3q2nr/1p1n1b1p/r2b4/p1pp1kp1/P3p3/Q1N2B1P/RPPP1PP1/2BK1R2 b - - 1 21,d8c7,True
183,Stockfish-GM,black,6k1/8/8/3P2p1/6P1/1K6/6B1/8 b - - 16 92,g8f7,True
31,Stockfish-GM,black,rn1k3r/2p1ppBp/7q/pp1p4/PP5P/N1KPP3/R1P1P1b1/3Q1BNR b - - 4 16,h6e6,True
32,stupid1,white,rn1k3r/2p1ppBp/4q3/pp1p4/PP5P/N1KPP3/R1P1P1b1/3Q1BNR w - - 5 17,c3b3,False
188,Stockfish-Strong,white,4K3/8/2P1P3/p6P/k7/3Np3/8/6b1 w - - 0 95,d3f2,True
199,Stockfish-GM,black,2k5/8/3P1P2/P1P1P3/1p5n/2B3K1/5Rb1/2R5 b - - 4 100,h4g6,True
21,Stockfish-Weak,black,r1bqk1nr/p3pp1p/2n4b/2pp2N1/2N3p1/P1P4P/1P1PPPP1/R1BQKB1R b KQkq - 3 11,g4g3,True
95,Stockfish-GM,black,1k4B1/7p/3Pp3/p2R3p/P2Pp2P/1q3p1P/Rb3P2/2B1K3 b - d3 0 48,b3a2,True
193,Stockfish-GM,black,8/8/2k3bp/b7/2P3p1/8/3N4/5K2 b - - 9 97,a5b4,True
196,Stockfish-GM,white,2b5/8/4P1k1/BN6/8/N7/4KR2/8 w - - 7 99,a5c3,True
85,Stockfish-Mid,black,rbk1b1Qr/pp1R3p/8/1p1p4/2P5/8/PK5P/4qB2 b - - 14 43,e1b4,True
187,Stockfish-GM,black,6n1/2rk1N2/5R1P/1p2p1K1/3pp3/2n3N1/2b5/8 b - - 7 94,c2d3,True
54,Stockfish-GM,white,rq4nr/4p3/p2p1k1b/7p/PpNP2PP/4B1PB/R1PK4/1N5R w - - 0 28,h3f1,True
33,Stockfish-GM,black,rnbk3r/p2p1ppp/2p1q3/b1P5/Pp2npP1/N4K2/1B1P2QP/R4BNR b - - 0 17,a5c7,True
44,Stockfish-Strong,white,r1bQ4/p1p1Bkbr/n3p2p/6p1/1q4n1/P6P/2P2P2/RN1K2NR w - - 4 23,d8f8,True
68,Stockfish-Weak,white,6nb/4p3/rp3p1p/p1k2P2/2P3p1/P7/2n1K2P/RN1R4 w - - 2 35,d1g1,True
106,Stockfish-Weak,white,6r1/3P3p/2p5/6b1/1B5k/2Q2Pnp/R2N2B1/3bK1NR w - - 2 54,a2a1,True
99,Stockfish-GM,black,4kb2/4Np2/p7/P1p3B1/rq2PQbp/1P1K3P/8/8 b - - 2 50,b4e1,True
154,Stockfish-GM,white,3R4/3p4/b2Pn3/p1p2k2/P1P5/8/2K3p1/8 w - - 2 78,c2b1,True
42,Stockfish-Strong,white,6nr/1pqn1b1p/r2b4/p1pp1kp1/P3p3/Q1N2B1P/RPPP1PP1/2BK1R2 w - - 2 22,g2g4,True
184,Stockfish-Weak,white,8/5k2/8/3P2p1/6P1/1K6/6B1/8 w - - 17 93,b3c4,True
58,Stockfish-Weak,white,r2q1b1k/3p4/npN3nr/1Pp2ppp/p2PP3/NPB1RPPP/P7/1R2KB2 w - - 6 30,c6e7,True
33,Stockfish-GM,black,rn1k3r/2p1ppBp/4q3/pp1p4/PP5P/NK1PP3/R1P1P1b1/3Q1BNR b - - 6 17,b8c6,True
34,stupid1,white,r2k3r/2p1ppBp/2n1q3/pp1p4/PP5P/NK1PP3/R1P1P1b1/3Q1BNR w - - 7 18,g7f6,False
197,Stockfish-GM,black,2b5/8/4P1k1/1N6/8/N1B5/4KR2/8 b - - 8 99,g6h7,True
86,Stockfish-Strong,white,rbk1b1Qr/pp1R3p/8/1p1p4/1qP5/8/PK5P/5B2 w - - 15 44,b2c1,True
194,Stockfish-GM,white,8/8/2k3bp/8/1bP3p1/8/3N4/5K2 w - - 10 98,d2b3,True
96,Stockfish-Strong,white,1k4B1/7p/3Pp3/p2R3p/P2Pp2P/5p1P/qb3P2/2B1K3 w - - 0 49,d5h5,True
188,Stockfish-Strong,white,6n1/2rk1N2/5R1P/1p2p1K1/3pp3/2nb2N1/8/8 w - - 8 95,f7d6,True
55,Stockfish-Weak,black,rq4nr/4p3/p2p1k1b/7p/PpNP2PP/4B1P1/R1PK4/1N3B1R b - - 1 28,h6f4,True
34,Stockfish-Mid,white,rnbk3r/p1bp1ppp/2p1q3/2P5/Pp2npP1/N4K2/1B1P2QP/R4BNR w - - 1 18,a3b1,True
45,Stockfish-Weak,black,r1b2Q2/p1p1Bkbr/n3p2p/6p1/1q4n1/P6P/2P2P2/RN1K2NR b - - 5 23,g7f8,True
69,Stockfish-GM,black,6nb/4p3/rp3p1p/p1k2P2/2P3p1/P7/2n1K2P/RN4R1 b - - 3 35,g4g3,True
100,Stockfish-Strong,white,4kb2/4Np2/p7/P1p3B1/r3PQbp/1P1K3P/8/4q3 w - - 3 51,f4f1,True
22,Stockfish-GM,white,r1bqk1nr/p3pp1p/2n4b/2pp2N1/2N5/P1P3pP/1P1PPPP1/R1BQKB1R w KQkq - 0 12,d1c2,True
0,Stockfish-Weak,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g2g3,True
1,Stockfish-Strong,black,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,e7e5,True
107,Stockfish-Strong,black,6r1/3P3p/2p5/6b1/1B5k/2Q2Pnp/3N2B1/R2bK1NR b - - 3 54,h7h5,True
189,Stockfish-GM,black,4K3/8/2P1P3/p6P/k7/4p3/5N2/6b1 b - - 1 95,a4a3,True
43,Stockfish-Strong,black,6nr/1pqn1b1p/r2b4/p1pp1kp1/P3p1P1/Q1N2B1P/RPPP1P2/2BK1R2 b - - 0 22,f5f4,True
155,Stockfish-GM,black,3R4/3p4/b2Pn3/p1p2k2/P1P5/8/6p1/1K6 b - - 3 78,e6c7,True
198,Stockfish-GM,white,2b5/7k/4P3/1N6/8/N1B5/4KR2/8 w - - 9 100,f2f1,True
87,Stockfish-Mid,black,rbk1b1Qr/pp1R3p/8/1p1p4/1qP5/8/P6P/2K2B2 b - - 16 44,c8d7,True
195,Stockfish-GM,black,8/8/2k3bp/8/1bP3p1/1N6/8/5K2 b - - 11 98,c6d6,True
189,Stockfish-GM,black,6n1/2rk4/3N1R1P/1p2p1K1/3pp3/2nb2N1/8/8 b - - 9 95,c3e2,True
56,Stockfish-GM,white,rq4nr/4p3/p2p1k2/7p/PpNP1bPP/4B1P1/R1PK4/1N3B1R w - - 2 29,d2c1,True
35,Stockfish-GM,black,rnbk3r/p1bp1ppp/2p1q3/2P5/Pp2npP1/5K2/1B1P2QP/RN3BNR b - - 2 18,e6g6,True
70,Stockfish-Weak,white,6nb/4p3/rp3p1p/p1k2P2/2P5/P5p1/2n1K2P/RN4R1 w - - 0 36,g1d1,True
108,Stockfish-Weak,white,6r1/3P4/2p5/6bp/1B5k/2Q2Pnp/3N2B1/R2bK1NR w - - 0 55,a1c1,True
2,Stockfish-Weak,white,rnbqkbnr/pppp1ppp/8/4p3/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,b1c3,True
190,Stockfish-Strong,white,4K3/8/2P1P3/p6P/8/k3p3/5N2/6b1 w - - 2 96,f2h3,True
59,Stockfish-Strong,black,r2q1b1k/3pN3/np4nr/1Pp2ppp/p2PP3/NPB1RPPP/P7/1R2KB2 b - - 7 30,c5c4,True
35,Stockfish-GM,black,r2k3r/2p1pp1p/2n1qB2/pp1p4/PP5P/NK1PP3/R1P1P1b1/3Q1BNR b - - 8 18,g2h1,True
36,stupid1,white,r2k3r/2p1pp1p/2n1qB2/pp1p4/PP5P/NK1PP3/R1P1P3/3Q1BNb w - - 0 19,f1g2,False
23,Stockfish-Weak,black,r1bqk1nr/p3pp1p/2n4b/2pp2N1/2N5/P1P3pP/1PQPPPP1/R1B1KB1R b KQkq - 1 12,h6f8,True
46,Stockfish-Strong,white,r1b2b2/p1p1Bk1r/n3p2p/6p1/1q4n1/P6P/2P2P2/RN1K2NR w - - 0 24,f2f4,True
101,Stockfish-GM,black,4kb2/4Np2/p7/P1p3B1/r3P1bp/1P1K3P/8/4qQ2 b - - 4 51,a4d4,True
97,Stockfish-GM,black,1k4B1/7p/3Pp3/p6R/P2Pp2P/5p1P/qb3P2/2B1K3 b - - 0 49,a2d5,True
88,Stockfish-Strong,white,rb2b1Qr/pp1k3p/8/1p1p4/1qP5/8/P6P/2K2B2 w - - 0 45,g8f8,True
199,Stockfish-GM,black,2b5/7k/4P3/1N6/8/N1B5/4K3/5R2 b - - 10 100,c8d7,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d3,True
190,Stockfish-Strong,white,6n1/2rk4/3N1R1P/1p2p1K1/3pp3/3b2N1/4n3/8 w - - 10 96,g5h4,True
196,Stockfish-GM,white,8/8/3k2bp/8/1bP3p1/1N6/8/5K2 w - - 12 99,b3d4,True
57,Stockfish-Weak,black,rq4nr/4p3/p2p1k2/7p/PpNP1bPP/4B1P1/R1P5/1NK2B1R b - - 3 29,b4b3,True
36,Stockfish-Mid,white,rnbk3r/p1bp1ppp/2p3q1/2P5/Pp2npP1/5K2/1B1P2QP/RN3BNR w - - 3 19,f3e2,True
156,Stockfish-GM,white,3R4/2np4/b2P4/p1p2k2/P1P5/8/6p1/1K6 w - - 4 79,b1c1,True
44,Stockfish-Strong,white,6nr/1pqn1b1p/r2b4/p1pp2p1/P3pkP1/Q1N2B1P/RPPP1P2/2BK1R2 w - - 1 23,c3e4,True
185,Stockfish-GM,black,8/5k2/8/3P2p1/2K3P1/8/6B1/8 b - - 18 93,f7e7,True
71,Stockfish-GM,black,6nb/4p3/rp3p1p/p1k2P2/2P5/P5p1/2n1K2P/RN1R4 b - - 1 36,c2e1,True
60,Stockfish-Weak,white,r2q1b1k/3pN3/np4nr/1P3ppp/p1pPP3/NPB1RPPP/P7/1R2KB2 w - - 0 31,a3c4,True
109,Stockfish-Strong,black,6r1/3P4/2p5/6bp/1B5k/2Q2Pnp/3N2B1/2RbK1NR b - - 1 55,g5d2,True
37,Stockfish-GM,black,r2k3r/2p1pp1p/2n1qB2/pp1p4/PP5P/NK1PP3/R1P1P1B1/3Q2Nb b - - 1 19,d8c8,True
38,stupid1,white,r1k4r/2p1pp1p/2n1qB2/pp1p4/PP5P/NK1PP3/R1P1P1B1/3Q2Nb w - - 2 20,f6d4,False
3,Stockfish-Strong,black,rnbqkbnr/pppp1ppp/8/4p3/8/2N3P1/PPPPPP1P/R1BQKBNR b KQkq - 1 2,g8e7,True
191,Stockfish-GM,black,4K3/8/2P1P3/p6P/8/k3p2N/8/6b1 b - - 3 96,a3b4,True
47,Stockfish-Weak,black,r1b2b2/p1p1Bk1r/n3p2p/6p1/1q3Pn1/P6P/2P5/RN1K2NR b - - 0 24,b4f4,True
24,Stockfish-GM,white,r1bqkbnr/p3pp1p/2n5/2pp2N1/2N5/P1P3pP/1PQPPPP1/R1B1KB1R w KQkq - 2 13,g5f3,True
